12:53:25,Working,DoWork initial done
12:53:25,Working,runing...
12:53:26,Working,runing...
12:53:27,Working,runing...
12:53:28,Working,runing...
12:53:29,Working,runing...
12:53:30,Working,runing...
12:53:31,Working,runing...
12:53:32,Working,runing...
12:53:33,Working,runing...
12:53:34,Working,runing...
12:53:35,Working,runing...
12:53:36,Working,runing...
12:53:37,Working,runing...
12:53:38,Working,runing...
12:53:39,Working,runing...
12:53:40,Working,runing...
12:53:41,Working,runing...
12:53:42,Working,runing...
12:53:43,Working,runing...
12:53:44,Working,runing...
12:53:45,Working,runing...
12:53:46,Working,runing...
12:53:47,Working,runing...
12:53:49,Working,runing...
