12:52:57,Working,DoWork initial done
12:52:57,Working,runing...
12:52:58,Working,runing...
12:52:59,Working,runing...
12:53:00,Working,runing...
12:53:01,Working,runing...
12:53:02,Working,runing...
12:53:03,Working,runing...
12:53:04,Working,runing...
12:53:05,Working,runing...
12:53:06,Working,runing...
12:53:07,Working,runing...
12:53:08,Working,runing...
12:53:09,Working,runing...
12:53:10,Working,runing...
12:53:11,Working,runing...
12:53:12,Working,runing...
12:53:13,Working,runing...
12:53:14,Working,runing...
12:53:16,Working,runing...
12:53:17,Working,runing...
